positive,neutral,negative
0.897,0.101,0.003
0.98,0.018,0.002
0.587,0.409,0.004
0.949,0.05,0.002
0.968,0.03,0.002
0.933,0.064,0.003
0.795,0.199,0.006
0.647,0.349,0.004
0.356,0.633,0.011
0.901,0.096,0.003
0.968,0.027,0.005
0.775,0.22,0.005
0.352,0.644,0.004
0.876,0.121,0.003
0.858,0.138,0.004
0.916,0.08,0.003
0.968,0.03,0.002
0.922,0.076,0.003
0.944,0.054,0.003
0.733,0.262,0.005
0.977,0.02,0.003
0.972,0.027,0.002
0.949,0.049,0.002
0.963,0.035,0.002
0.923,0.074,0.003
0.7,0.297,0.003
0.979,0.019,0.002
0.976,0.022,0.002
0.88,0.117,0.003
0.963,0.035,0.002
0.768,0.23,0.003
0.954,0.042,0.004
0.674,0.322,0.004
0.889,0.108,0.003
0.964,0.034,0.002
0.871,0.125,0.004
0.799,0.197,0.004
0.827,0.17,0.003
0.793,0.205,0.002
0.88,0.116,0.004
0.36,0.634,0.006
0.972,0.026,0.002
0.919,0.078,0.003
0.953,0.045,0.002
0.968,0.03,0.002
0.884,0.113,0.003
0.915,0.082,0.003
0.493,0.503,0.004
0.915,0.082,0.003
0.867,0.13,0.003
0.111,0.88,0.009
0.91,0.084,0.006
0.738,0.257,0.005
0.81,0.187,0.003
0.247,0.702,0.052
0.897,0.1,0.002
0.75,0.245,0.005
0.789,0.209,0.003
0.746,0.249,0.005
0.359,0.635,0.006
0.6,0.395,0.005
0.857,0.14,0.003
0.282,0.707,0.011
0.937,0.06,0.002
0.742,0.254,0.004
0.581,0.411,0.009
0.897,0.099,0.003
0.966,0.031,0.003
0.605,0.391,0.004
0.162,0.773,0.065
0.847,0.149,0.004
0.861,0.133,0.006
0.844,0.151,0.005
0.922,0.076,0.002
0.934,0.063,0.003
0.84,0.157,0.003
0.951,0.047,0.002
0.433,0.56,0.007
0.963,0.034,0.003
0.659,0.334,0.006
0.955,0.043,0.002
0.87,0.127,0.003
0.806,0.191,0.003
0.969,0.029,0.002
0.959,0.039,0.002
0.265,0.727,0.008
0.217,0.772,0.011
0.894,0.103,0.003
0.984,0.014,0.002
0.984,0.013,0.002
0.945,0.052,0.002
0.836,0.158,0.006
0.249,0.743,0.007
0.965,0.033,0.002
0.961,0.037,0.002
0.852,0.144,0.004
0.97,0.027,0.003
0.85,0.147,0.003
0.896,0.101,0.003
0.974,0.023,0.003
0.93,0.067,0.003
0.933,0.065,0.002
0.933,0.064,0.003
0.586,0.408,0.006
0.917,0.081,0.002
0.971,0.027,0.003
0.873,0.122,0.005
0.602,0.392,0.006
0.908,0.088,0.004
0.896,0.101,0.004
0.935,0.061,0.004
0.803,0.193,0.004
0.512,0.483,0.005
0.751,0.246,0.004
0.949,0.049,0.003
0.956,0.041,0.003
0.972,0.025,0.003
0.964,0.034,0.002
0.922,0.075,0.002
0.942,0.055,0.003
0.875,0.122,0.003
0.96,0.038,0.002
0.966,0.033,0.002
0.97,0.027,0.003
0.889,0.108,0.003
0.981,0.017,0.002
0.945,0.053,0.002
0.955,0.043,0.002
0.941,0.057,0.002
0.972,0.026,0.002
0.495,0.501,0.004
0.978,0.02,0.002
0.231,0.762,0.007
0.934,0.063,0.003
0.844,0.154,0.003
0.928,0.07,0.002
0.165,0.818,0.017
0.624,0.369,0.006
0.94,0.056,0.003
0.963,0.034,0.002
0.957,0.04,0.003
0.949,0.048,0.003
0.946,0.052,0.002
0.796,0.198,0.006
0.953,0.044,0.002
0.859,0.138,0.003
0.618,0.379,0.003
0.902,0.095,0.003
0.948,0.05,0.002
0.467,0.528,0.005
0.943,0.054,0.003
0.932,0.065,0.002
0.956,0.042,0.002
0.782,0.214,0.004
0.921,0.077,0.003
0.951,0.047,0.002
0.952,0.046,0.002
0.943,0.054,0.003
0.315,0.679,0.007
0.944,0.054,0.002
0.698,0.299,0.003
0.879,0.117,0.004
0.944,0.054,0.002
0.875,0.122,0.003
0.847,0.15,0.003
0.961,0.037,0.002
0.901,0.096,0.003
0.493,0.503,0.004
0.425,0.57,0.005
0.927,0.072,0.002
0.64,0.357,0.004
0.889,0.109,0.002
0.339,0.65,0.01
0.963,0.035,0.002
0.087,0.854,0.059
0.759,0.235,0.006
0.906,0.091,0.003
0.934,0.064,0.002
0.642,0.354,0.004
0.714,0.28,0.005
0.435,0.561,0.004
0.24,0.752,0.008
0.933,0.064,0.003
0.963,0.035,0.002
0.827,0.17,0.003
0.704,0.293,0.003
0.86,0.138,0.002
0.861,0.137,0.003
0.919,0.078,0.003
0.876,0.119,0.005
0.949,0.048,0.003
0.052,0.915,0.033
0.925,0.072,0.003
0.934,0.063,0.003
0.514,0.481,0.006
0.951,0.047,0.003
0.945,0.053,0.002
0.943,0.055,0.002
0.954,0.044,0.001
0.84,0.157,0.003
0.915,0.083,0.002
0.972,0.025,0.002
0.918,0.079,0.002
0.942,0.056,0.003
0.981,0.018,0.002
0.631,0.36,0.009
0.918,0.078,0.004
0.726,0.27,0.003
0.126,0.859,0.015
0.879,0.118,0.003
0.925,0.068,0.007
0.984,0.014,0.002
0.986,0.012,0.002
0.811,0.185,0.004
0.927,0.07,0.004
0.505,0.492,0.003
0.778,0.218,0.004
0.96,0.037,0.003
0.74,0.255,0.005
0.84,0.154,0.006
0.605,0.391,0.004
0.64,0.355,0.005
0.924,0.073,0.003
0.886,0.109,0.004
0.692,0.303,0.004
0.276,0.715,0.008
0.967,0.031,0.002
0.424,0.563,0.014
0.879,0.117,0.003
0.778,0.218,0.005
0.983,0.015,0.002
0.944,0.052,0.003
0.944,0.052,0.004
0.931,0.067,0.002
0.943,0.054,0.003
0.973,0.025,0.002
0.243,0.752,0.005
0.943,0.054,0.003
0.964,0.035,0.002
0.951,0.046,0.003
0.945,0.053,0.002
0.76,0.237,0.003
0.875,0.121,0.004
0.267,0.718,0.015
0.919,0.078,0.003
0.89,0.106,0.004
0.921,0.076,0.003
0.959,0.039,0.002
0.958,0.04,0.002
0.964,0.034,0.002
0.98,0.018,0.002
0.901,0.095,0.004
0.971,0.027,0.002
0.961,0.036,0.003
0.817,0.179,0.004
0.932,0.066,0.002
0.193,0.798,0.009
0.932,0.065,0.003
0.909,0.088,0.003
0.941,0.057,0.002
0.805,0.191,0.004
0.676,0.321,0.003
0.833,0.162,0.004
0.618,0.376,0.007
0.757,0.24,0.003
0.717,0.279,0.003
0.837,0.159,0.004
0.946,0.052,0.002
0.98,0.017,0.003
0.968,0.03,0.002
0.88,0.116,0.004
0.266,0.73,0.004
0.91,0.088,0.002
0.57,0.425,0.005
0.842,0.156,0.003
0.956,0.041,0.003
0.947,0.051,0.002
0.894,0.103,0.003
0.938,0.06,0.002
0.955,0.043,0.002
0.625,0.371,0.005
0.351,0.643,0.006
0.941,0.056,0.003
0.875,0.122,0.003
0.492,0.502,0.006
0.931,0.067,0.003
0.577,0.419,0.004
0.945,0.053,0.002
0.76,0.237,0.003
0.123,0.837,0.04
0.883,0.114,0.003
0.883,0.114,0.003
0.334,0.553,0.113
0.94,0.057,0.003
0.87,0.128,0.003
0.974,0.023,0.003
0.934,0.064,0.002
0.945,0.053,0.002
0.702,0.292,0.006
0.948,0.05,0.002
0.981,0.016,0.003
0.185,0.805,0.011
0.892,0.106,0.003
0.541,0.45,0.008
0.871,0.126,0.003
0.957,0.041,0.002
0.876,0.121,0.003
0.935,0.062,0.003
0.943,0.055,0.003
0.947,0.05,0.003
0.976,0.021,0.003
0.855,0.14,0.005
0.918,0.079,0.002
0.969,0.029,0.002
0.954,0.043,0.003
0.925,0.072,0.002
0.889,0.107,0.004
0.947,0.05,0.003
0.953,0.044,0.002
0.087,0.901,0.012
0.531,0.46,0.008
0.762,0.235,0.003
0.59,0.401,0.008
0.932,0.066,0.002
0.935,0.062,0.003
0.971,0.027,0.003
0.942,0.056,0.002
0.63,0.366,0.004
0.568,0.425,0.008
0.631,0.364,0.005
0.904,0.093,0.003
0.857,0.139,0.004
0.726,0.27,0.003
0.939,0.058,0.003
0.978,0.02,0.003
0.908,0.09,0.002
0.773,0.223,0.004
0.957,0.04,0.003
0.373,0.621,0.006
0.7,0.294,0.006
0.891,0.106,0.003
0.935,0.063,0.002
0.96,0.038,0.002
0.945,0.052,0.003
0.827,0.169,0.003
0.427,0.564,0.009
0.949,0.048,0.003
0.818,0.178,0.003
0.868,0.129,0.003
0.95,0.047,0.003
0.971,0.027,0.002
0.522,0.472,0.006
0.917,0.081,0.002
0.962,0.037,0.002
0.972,0.026,0.003
0.661,0.335,0.005
0.443,0.552,0.005
0.932,0.064,0.003
0.933,0.064,0.003
0.967,0.03,0.003
0.839,0.156,0.004
0.943,0.054,0.003
0.889,0.106,0.005
0.945,0.053,0.002
0.961,0.037,0.003
0.944,0.053,0.003
0.926,0.071,0.003
0.958,0.039,0.002
0.741,0.255,0.004
0.316,0.678,0.006
0.93,0.067,0.004
0.877,0.12,0.003
0.884,0.114,0.002
0.877,0.12,0.003
0.819,0.177,0.003
0.781,0.215,0.004
0.326,0.666,0.008
0.964,0.033,0.003
0.906,0.092,0.002
0.874,0.124,0.002
0.681,0.316,0.003
0.981,0.017,0.002
0.635,0.358,0.006
0.938,0.059,0.002
0.405,0.59,0.004
0.891,0.106,0.003
0.942,0.055,0.003
0.944,0.053,0.003
0.718,0.278,0.004
0.978,0.02,0.002
0.84,0.156,0.004
0.46,0.533,0.007
0.812,0.184,0.003
0.939,0.059,0.002
0.973,0.025,0.002
0.973,0.026,0.002
0.959,0.039,0.002
0.963,0.035,0.002
0.527,0.465,0.007
0.89,0.106,0.003
0.113,0.874,0.013
0.943,0.055,0.002
0.907,0.09,0.002
0.946,0.052,0.002
0.517,0.478,0.006
0.951,0.047,0.002
0.598,0.337,0.066
0.893,0.103,0.004
0.917,0.08,0.003
0.928,0.07,0.002
0.895,0.102,0.003
0.956,0.041,0.003
0.914,0.083,0.003
0.921,0.076,0.003
0.861,0.136,0.003
0.917,0.079,0.004
0.537,0.458,0.006
0.575,0.417,0.008
0.898,0.098,0.003
0.971,0.027,0.002
0.951,0.046,0.003
0.985,0.014,0.002
0.891,0.106,0.003
0.959,0.038,0.003
0.914,0.083,0.003
0.643,0.352,0.005
0.936,0.062,0.002
0.899,0.098,0.003
0.921,0.077,0.002
0.91,0.088,0.002
0.942,0.055,0.004
0.794,0.203,0.003
0.888,0.11,0.002
0.887,0.11,0.003
0.923,0.074,0.002
0.866,0.131,0.002
0.372,0.553,0.075
0.662,0.329,0.009
0.715,0.281,0.004
0.947,0.05,0.002
0.58,0.416,0.004
0.964,0.033,0.003
0.967,0.03,0.002
0.935,0.061,0.003
0.477,0.517,0.006
0.3,0.696,0.004
0.103,0.892,0.006
0.799,0.197,0.003
0.983,0.015,0.002
0.912,0.086,0.002
0.823,0.173,0.004
0.965,0.033,0.002
0.772,0.224,0.005
0.959,0.038,0.003
0.768,0.225,0.006
0.86,0.136,0.004
0.73,0.262,0.008
0.949,0.048,0.002
0.965,0.033,0.002
0.688,0.308,0.004
0.866,0.127,0.007
0.862,0.133,0.005
0.928,0.069,0.003
0.915,0.079,0.006
0.973,0.025,0.002
0.961,0.038,0.002
0.92,0.077,0.003
0.973,0.026,0.001
0.243,0.751,0.006
0.871,0.127,0.002
0.973,0.025,0.002
0.067,0.841,0.092
0.782,0.213,0.004
0.958,0.038,0.004
0.938,0.06,0.002
0.951,0.046,0.003
0.873,0.125,0.003
0.308,0.688,0.004
0.791,0.206,0.003
0.73,0.268,0.002
0.774,0.216,0.01
0.973,0.025,0.002
0.794,0.202,0.004
0.431,0.563,0.006
0.815,0.182,0.004
0.698,0.297,0.005
0.954,0.044,0.002
0.8,0.197,0.003
0.888,0.109,0.003
0.391,0.603,0.006
0.849,0.149,0.003
0.319,0.673,0.008
0.596,0.397,0.007
0.62,0.376,0.004
0.135,0.773,0.092
0.951,0.044,0.005
0.794,0.202,0.004
0.968,0.03,0.002
0.565,0.419,0.017
0.823,0.173,0.004
0.914,0.084,0.002
0.979,0.018,0.003
0.911,0.087,0.002
0.965,0.033,0.002
0.974,0.024,0.002
0.631,0.365,0.004
0.496,0.498,0.006
0.909,0.09,0.002
0.976,0.022,0.002
0.777,0.22,0.004
0.853,0.143,0.004
0.957,0.041,0.003
0.482,0.511,0.007
0.951,0.047,0.003
0.868,0.129,0.003
0.968,0.03,0.003
0.926,0.072,0.002
0.951,0.046,0.003
0.851,0.146,0.004
0.909,0.088,0.003
0.842,0.154,0.005
0.922,0.075,0.003
0.798,0.197,0.005
0.694,0.301,0.005
0.804,0.192,0.004
0.91,0.088,0.002
0.871,0.124,0.004
0.97,0.028,0.002
0.937,0.06,0.003
0.642,0.355,0.003
0.981,0.017,0.002
0.877,0.12,0.003
0.963,0.035,0.003
0.92,0.077,0.003
0.946,0.052,0.002
0.837,0.16,0.003
0.926,0.072,0.003
0.843,0.154,0.003
0.541,0.454,0.005
0.926,0.072,0.002
0.591,0.404,0.005
0.933,0.064,0.003
0.831,0.165,0.003
0.922,0.075,0.003
0.954,0.044,0.002
0.886,0.111,0.003
0.98,0.017,0.003
0.15,0.76,0.09
0.947,0.05,0.003
0.956,0.042,0.002
0.986,0.013,0.002
0.744,0.235,0.021
0.812,0.185,0.003
0.931,0.065,0.003
0.979,0.019,0.002
0.939,0.058,0.003
0.533,0.46,0.007
0.384,0.61,0.006
0.917,0.081,0.002
0.973,0.025,0.003
0.709,0.28,0.011
0.972,0.026,0.002
0.9,0.095,0.005
0.661,0.336,0.003
0.517,0.478,0.005
0.938,0.06,0.002
0.98,0.019,0.002
0.84,0.156,0.004
0.968,0.03,0.002
0.968,0.029,0.003
0.966,0.031,0.002
0.958,0.039,0.002
0.9,0.097,0.002
0.887,0.109,0.003
0.952,0.045,0.003
0.911,0.086,0.003
0.899,0.098,0.003
0.516,0.475,0.009
0.787,0.207,0.006
0.957,0.041,0.002
0.794,0.202,0.004
0.929,0.068,0.003
0.548,0.447,0.005
0.516,0.479,0.005
0.632,0.36,0.009
0.962,0.036,0.003
0.954,0.044,0.002
0.885,0.111,0.004
0.858,0.14,0.002
0.967,0.031,0.003
0.903,0.094,0.004
0.972,0.025,0.003
0.865,0.131,0.004
0.255,0.739,0.006
0.808,0.189,0.003
0.946,0.053,0.002
0.311,0.685,0.004
0.963,0.035,0.002
0.965,0.033,0.003
0.971,0.027,0.002
0.925,0.072,0.002
0.94,0.056,0.004
0.922,0.075,0.003
0.893,0.105,0.003
0.575,0.421,0.003
0.927,0.07,0.003
0.365,0.627,0.008
0.883,0.113,0.004
0.792,0.204,0.004
0.558,0.438,0.004
0.927,0.071,0.002
0.946,0.05,0.003
0.374,0.621,0.005
0.97,0.028,0.002
0.945,0.053,0.002
0.875,0.121,0.003
0.967,0.031,0.003
0.95,0.048,0.002
0.933,0.065,0.002
0.977,0.021,0.002
0.955,0.043,0.002
0.965,0.033,0.002
0.657,0.338,0.005
0.859,0.138,0.003
0.954,0.043,0.002
0.961,0.037,0.002
0.959,0.039,0.002
0.934,0.063,0.003
0.972,0.026,0.002
0.945,0.053,0.002
0.934,0.063,0.003
0.962,0.036,0.002
0.865,0.128,0.007
0.987,0.011,0.002
0.885,0.105,0.01
0.906,0.092,0.002
0.827,0.17,0.004
0.901,0.095,0.004
0.964,0.033,0.003
0.802,0.193,0.005
0.852,0.145,0.003
0.938,0.059,0.003
0.935,0.062,0.003
0.749,0.247,0.004
0.516,0.479,0.005
0.973,0.026,0.002
0.947,0.05,0.003
0.858,0.139,0.003
0.909,0.087,0.004
0.92,0.076,0.004
0.951,0.047,0.002
0.828,0.168,0.005
0.968,0.03,0.003
0.909,0.089,0.002
0.937,0.061,0.002
0.826,0.169,0.004
0.39,0.605,0.005
0.916,0.081,0.003
0.901,0.097,0.002
0.804,0.19,0.005
0.95,0.047,0.003
0.969,0.029,0.002
0.876,0.121,0.002
0.945,0.052,0.003
0.896,0.101,0.003
0.426,0.567,0.006
0.96,0.038,0.002
0.795,0.202,0.003
0.85,0.146,0.004
0.72,0.276,0.003
0.966,0.032,0.002
0.971,0.028,0.002
0.962,0.036,0.002
0.977,0.021,0.002
0.95,0.048,0.002
0.896,0.101,0.002
0.612,0.382,0.005
0.956,0.041,0.003
0.932,0.066,0.002
0.86,0.136,0.004
0.948,0.05,0.003
0.841,0.156,0.003
0.955,0.043,0.002
0.801,0.196,0.003
0.722,0.275,0.003
0.971,0.027,0.002
0.699,0.296,0.004
0.983,0.014,0.003
0.808,0.189,0.004
0.378,0.614,0.008
0.959,0.039,0.002
0.918,0.079,0.003
0.845,0.149,0.006
0.978,0.02,0.001
0.973,0.026,0.002
0.911,0.086,0.003
0.952,0.045,0.002
0.972,0.026,0.002
0.91,0.087,0.003
0.964,0.033,0.003
0.926,0.07,0.003
0.974,0.023,0.002
0.491,0.499,0.01
0.954,0.044,0.002
0.968,0.03,0.002
0.977,0.021,0.002
0.97,0.027,0.003
0.981,0.017,0.002
0.848,0.149,0.003
0.955,0.043,0.002
0.883,0.114,0.003
0.949,0.047,0.004
0.928,0.069,0.003
0.947,0.05,0.002
0.766,0.228,0.006
0.94,0.058,0.002
0.934,0.063,0.003
0.907,0.09,0.003
0.828,0.167,0.004
0.921,0.076,0.003
0.935,0.062,0.002
0.852,0.145,0.003
0.906,0.09,0.003
0.942,0.055,0.003
0.969,0.029,0.002
0.858,0.137,0.005
0.977,0.021,0.002
0.236,0.759,0.004
0.945,0.051,0.004
0.955,0.043,0.002
0.907,0.091,0.003
0.706,0.288,0.005
0.253,0.732,0.015
0.244,0.749,0.007
0.912,0.084,0.005
0.952,0.045,0.003
0.97,0.027,0.003
0.953,0.043,0.004
0.97,0.027,0.003
0.961,0.037,0.003
0.934,0.063,0.002
0.777,0.217,0.005
0.189,0.787,0.024
0.756,0.241,0.003
0.94,0.058,0.002
0.959,0.039,0.002
0.936,0.061,0.003
0.909,0.088,0.002
0.093,0.886,0.021
0.926,0.072,0.002
0.969,0.029,0.002
0.813,0.184,0.003
0.904,0.092,0.004
0.938,0.06,0.002
0.054,0.935,0.011
0.872,0.125,0.003
0.942,0.055,0.003
0.945,0.053,0.002
0.952,0.045,0.003
0.985,0.014,0.002
0.812,0.185,0.003
0.859,0.138,0.002
0.924,0.071,0.005
0.901,0.096,0.003
0.928,0.068,0.004
0.558,0.434,0.008
0.924,0.074,0.002
0.978,0.019,0.003
0.84,0.155,0.004
0.899,0.098,0.003
0.898,0.099,0.003
0.713,0.283,0.004
0.949,0.048,0.003
0.865,0.131,0.003
0.863,0.134,0.002
0.873,0.124,0.003
0.949,0.049,0.002
0.833,0.163,0.003
0.076,0.835,0.088
0.968,0.028,0.003
0.979,0.02,0.002
0.891,0.106,0.003
0.283,0.71,0.008
0.962,0.035,0.002
0.936,0.061,0.003
0.948,0.05,0.002
0.858,0.14,0.002
0.974,0.024,0.002
0.685,0.311,0.004
0.956,0.041,0.003
0.736,0.26,0.004
0.909,0.089,0.002
0.847,0.15,0.003
0.693,0.296,0.01
0.865,0.132,0.003
0.945,0.052,0.003
0.873,0.123,0.004
0.962,0.036,0.002
0.385,0.61,0.005
0.848,0.149,0.003
0.942,0.055,0.003
0.505,0.489,0.006
0.944,0.054,0.002
0.91,0.086,0.004
0.969,0.028,0.003
0.895,0.103,0.002
0.967,0.03,0.003
0.916,0.081,0.003
0.944,0.053,0.002
0.798,0.197,0.004
0.97,0.027,0.002
0.757,0.239,0.003
0.983,0.015,0.002
0.771,0.225,0.004
0.964,0.034,0.003
0.153,0.744,0.103
0.848,0.149,0.003
0.883,0.112,0.005
0.972,0.025,0.003
0.904,0.093,0.003
0.962,0.036,0.001
0.82,0.177,0.003
0.934,0.064,0.002
0.941,0.057,0.002
0.941,0.057,0.003
0.928,0.067,0.005
0.93,0.068,0.002
0.757,0.239,0.004
0.074,0.921,0.005
0.925,0.072,0.003
0.961,0.036,0.003
0.935,0.062,0.003
0.963,0.035,0.002
0.864,0.133,0.002
0.651,0.344,0.005
0.037,0.29,0.673
0.715,0.279,0.005
0.088,0.88,0.032
0.903,0.094,0.003
0.982,0.016,0.002
0.894,0.103,0.003
0.913,0.084,0.003
0.691,0.299,0.01
0.905,0.091,0.004
0.946,0.052,0.002
0.194,0.526,0.281
0.495,0.493,0.012
0.964,0.034,0.002
0.965,0.032,0.003
0.972,0.026,0.002
0.528,0.466,0.006
0.902,0.096,0.003
0.236,0.76,0.004
0.916,0.081,0.003
0.928,0.07,0.002
0.498,0.496,0.006
0.985,0.014,0.002
0.286,0.709,0.005
0.972,0.025,0.002
0.628,0.369,0.003
0.926,0.071,0.003
0.975,0.024,0.001
0.59,0.4,0.01
0.956,0.041,0.003
0.176,0.812,0.012
0.943,0.055,0.002
0.923,0.073,0.003
0.962,0.036,0.002
0.926,0.072,0.003
0.552,0.443,0.005
0.958,0.041,0.002
0.968,0.031,0.002
0.834,0.16,0.006
0.95,0.047,0.003
0.847,0.148,0.004
0.959,0.038,0.003
0.972,0.026,0.002
0.499,0.496,0.005
0.977,0.02,0.003
0.967,0.031,0.002
0.739,0.257,0.004
0.855,0.142,0.003
0.79,0.206,0.004
0.781,0.217,0.003
0.605,0.39,0.005
0.837,0.157,0.006
0.951,0.047,0.002
0.917,0.08,0.003
0.482,0.512,0.007
0.72,0.276,0.004
0.963,0.035,0.002
0.773,0.223,0.004
0.975,0.022,0.003
0.976,0.022,0.002
0.965,0.033,0.003
0.893,0.105,0.002
0.987,0.012,0.002
0.94,0.057,0.003
0.495,0.499,0.006
0.928,0.069,0.003
0.965,0.033,0.002
0.972,0.026,0.002
0.877,0.12,0.003
0.94,0.057,0.003
0.93,0.067,0.003
0.694,0.301,0.005
0.117,0.774,0.11
0.668,0.328,0.004
0.931,0.065,0.003
0.845,0.151,0.004
0.961,0.036,0.003
0.965,0.033,0.002
0.933,0.064,0.002
0.478,0.516,0.006
0.267,0.726,0.007
0.972,0.025,0.003
0.752,0.241,0.007
0.921,0.077,0.002
0.757,0.234,0.009
0.239,0.754,0.007
0.958,0.04,0.002
0.876,0.122,0.003
0.969,0.028,0.003
0.852,0.146,0.003
0.931,0.066,0.003
0.869,0.127,0.003
0.949,0.049,0.002
0.439,0.554,0.007
0.575,0.421,0.004
0.975,0.023,0.002
0.724,0.273,0.003
0.95,0.048,0.002
0.666,0.329,0.005
0.956,0.041,0.003
0.133,0.862,0.005
0.952,0.046,0.002
0.858,0.139,0.003
0.521,0.472,0.006
0.958,0.04,0.002
0.805,0.192,0.004
0.726,0.268,0.006
0.951,0.046,0.003
0.887,0.11,0.003
0.828,0.168,0.004
0.817,0.18,0.003
0.972,0.027,0.001
0.793,0.199,0.008
0.941,0.056,0.003
0.687,0.309,0.004
0.978,0.02,0.002
0.852,0.144,0.004
0.94,0.057,0.002
0.968,0.03,0.003
0.966,0.031,0.002
0.892,0.105,0.003
0.662,0.334,0.004
0.959,0.037,0.004
0.957,0.041,0.002
0.978,0.02,0.002
0.975,0.022,0.003
0.384,0.612,0.005
0.956,0.042,0.002
0.16,0.751,0.089
0.69,0.304,0.007
0.718,0.276,0.006
0.97,0.028,0.002
0.93,0.067,0.002
0.948,0.05,0.003
0.852,0.145,0.004
0.821,0.177,0.002
0.896,0.101,0.003
0.965,0.033,0.002
0.128,0.808,0.064
0.946,0.052,0.002
0.879,0.117,0.004
0.943,0.053,0.004
0.768,0.227,0.005
0.862,0.136,0.003
0.84,0.156,0.004
0.931,0.067,0.002
0.814,0.184,0.002
0.958,0.04,0.002
0.289,0.706,0.005
0.801,0.195,0.003
0.738,0.259,0.003
0.493,0.5,0.007
0.829,0.164,0.007
0.816,0.181,0.003
0.911,0.086,0.003
0.549,0.448,0.003
0.914,0.083,0.003
0.954,0.043,0.003
0.838,0.159,0.003
0.939,0.058,0.003
0.793,0.198,0.009
0.985,0.014,0.002
0.539,0.457,0.005
0.947,0.05,0.002
0.94,0.058,0.002
0.318,0.674,0.008
0.802,0.195,0.003
0.927,0.071,0.002
0.77,0.227,0.004
0.932,0.065,0.003
0.838,0.159,0.003
0.875,0.12,0.004
0.818,0.178,0.003
0.967,0.031,0.002
0.79,0.207,0.003
0.739,0.256,0.004
0.72,0.277,0.003
0.622,0.372,0.006
0.517,0.478,0.005
0.906,0.092,0.002
0.956,0.042,0.002
0.886,0.11,0.004
0.859,0.137,0.004
0.937,0.061,0.002
0.896,0.102,0.002
0.935,0.062,0.002
0.612,0.384,0.004
0.956,0.042,0.002
0.516,0.477,0.006
0.928,0.07,0.002
0.951,0.047,0.002
0.974,0.023,0.002
0.96,0.038,0.002
0.983,0.016,0.001
0.764,0.233,0.002
0.314,0.681,0.005
0.523,0.473,0.004
0.569,0.427,0.004
0.849,0.148,0.003
0.806,0.19,0.004
0.961,0.036,0.003
0.8,0.198,0.003
0.943,0.055,0.002
0.929,0.067,0.004
0.981,0.017,0.002
0.937,0.061,0.003
0.72,0.276,0.004
0.667,0.329,0.004
0.966,0.031,0.003
0.231,0.75,0.019
0.861,0.134,0.004
0.944,0.054,0.002
0.705,0.292,0.003
0.857,0.138,0.005
0.187,0.702,0.111
0.935,0.062,0.003
0.949,0.049,0.002
0.916,0.082,0.002
0.84,0.157,0.003
0.796,0.2,0.004
0.81,0.185,0.005
0.677,0.316,0.007
0.95,0.047,0.003
0.5,0.496,0.005
0.313,0.682,0.004
0.854,0.144,0.002
0.875,0.122,0.003
0.878,0.119,0.003
0.714,0.282,0.003
0.978,0.019,0.002
0.818,0.177,0.005
0.753,0.241,0.006
0.914,0.083,0.003
0.837,0.159,0.004
0.955,0.043,0.002
0.041,0.937,0.022
0.864,0.132,0.004
0.836,0.161,0.003
0.285,0.704,0.011
0.874,0.123,0.003
0.969,0.029,0.002
0.373,0.621,0.005
0.949,0.049,0.002
0.956,0.042,0.002
0.927,0.07,0.002
0.954,0.044,0.002
0.693,0.303,0.004
0.789,0.207,0.003
0.831,0.166,0.003
0.971,0.027,0.002
0.9,0.097,0.003
0.784,0.213,0.003
0.926,0.071,0.003
0.932,0.061,0.006
0.708,0.288,0.005
0.974,0.023,0.003
0.97,0.028,0.002
0.97,0.028,0.002
0.04,0.951,0.009
0.864,0.132,0.004
0.962,0.034,0.004
0.959,0.04,0.002
0.954,0.044,0.002
0.966,0.032,0.002
0.963,0.035,0.002
0.958,0.041,0.001
0.107,0.88,0.013
0.929,0.067,0.003
0.98,0.018,0.002
0.942,0.054,0.004
0.943,0.054,0.003
0.934,0.064,0.002
0.966,0.032,0.002
0.911,0.087,0.003
0.973,0.025,0.002
0.76,0.237,0.003
0.859,0.139,0.002
0.587,0.409,0.004
0.974,0.024,0.002
0.792,0.205,0.003
0.915,0.083,0.002
0.804,0.192,0.004
0.981,0.017,0.002
0.967,0.031,0.002
0.895,0.102,0.003
0.93,0.067,0.002
0.956,0.041,0.003
0.792,0.199,0.009
0.162,0.831,0.007
0.696,0.299,0.005
0.976,0.022,0.002
0.769,0.225,0.006
0.942,0.055,0.003
0.945,0.052,0.003
0.861,0.136,0.003
0.958,0.039,0.003
0.824,0.172,0.003
0.881,0.116,0.003
0.866,0.131,0.003
0.945,0.052,0.003
0.956,0.042,0.002
0.92,0.076,0.004
0.807,0.191,0.002
0.976,0.022,0.002
0.941,0.056,0.003
0.701,0.295,0.004
0.871,0.126,0.003
0.889,0.108,0.003
0.972,0.026,0.002
0.77,0.226,0.004
0.944,0.053,0.003
0.928,0.069,0.003
0.772,0.223,0.005
0.832,0.165,0.004
0.967,0.031,0.002
0.938,0.059,0.003
0.977,0.021,0.002
0.044,0.902,0.055
0.967,0.03,0.003
0.952,0.046,0.002
0.799,0.197,0.004
0.89,0.107,0.003
0.887,0.109,0.003
0.952,0.046,0.002
0.891,0.107,0.002
0.917,0.08,0.003
0.699,0.295,0.006
0.959,0.039,0.002
0.942,0.052,0.006
0.706,0.289,0.005
0.941,0.055,0.005
